    @RELATION PDE_UI-3.4.1-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,3,2,14,6,3,3,6,10,0,0.0384615,2,0,0,2,0.0384615,2,1,1,0,0,1,50,62,2,2,1,2,4,0,1,1,9,41,0,5,1,50,62,2,2,1,2,4,0,1,1,9,41,0,5,1,true
    0.20202,1,5,1,0.157303,0.245614,14,14,1,1,1,23,2,1,2,0,9,0.666667,0.25974,20,20,4,2,0.25974,20,1,1,0,0,1,57,89,7,4,4,4,9,0,5,0,9,26,3,5,0,57,89,7,4,4,4,9,0,5,0,9,26,3,5,0,false
    0,0,0,0,0,0,0,0,1,5,5,71,16,39,59,33,50,0.357143,0.255132,87,50,5,9,0.252907,87,0,0,0,0,0,254,366,7,4,7,4,17,0,13,0,17,189,0,13,0,257,369,7,4,7,4,18,0,14,0,18,190,0,14,0,false
    0,0,0,0,0,0,0,0,1,3,3,27,5,1,6,5,17,0.5,0.301205,50,45,5,5,0.25,51,0,0,0,0,0,116,179,4,3,4,3,12,0,9,0,12,80,0,9,0,153,226,6,5,6,5,19,0,16,0,19,99,0,16,0,false
    0,0,0,0,0,0,0,0,1,2,2,20,1,8,17,1,12,0.0909091,0.0806452,5,3,1,10,0.0806452,5,0,0,1,1,0,57,71,5,4,5,4,11,0,10,1,11,28,0,10,1,57,71,5,4,5,4,11,0,10,1,11,28,0,10,1,false
    0,0,0,0,0,0,0,0,1,5,3,55,8,2,3,9,22,0.2,0.0522876,8,3,1,4,0.0522876,8,0,0,0,0,0,145,170,2,1,2,1,13,0,4,0,13,91,0,4,0,145,170,2,1,2,1,13,0,4,0,13,91,0,4,0,false
    0,0,0,0,0,0,0,0,1,5,5,31,7,5,4,8,14,0,0.131579,15,0,0,3,0.131579,15,0,0,0,0,0,99,111,2,2,2,2,6,1,2,0,6,73,1,2,0,99,111,2,2,2,2,6,1,2,0,6,73,1,2,0,false
    0.0634371,2,6,2,0.0610465,0.0780669,21,21,1,4,4,66,25,1,1,45,64,0,0.144654,46,21,0,6,0.144654,46,0,0,0,0,0,272,344,4,6,4,6,19,0,5,0,19,218,0,5,0,272,344,4,6,4,6,19,0,5,0,19,218,0,5,0,true
    0,0,0,0,0,0,0,0,1,5,5,93,7,16,34,10,35,0,0.0774908,21,2,0,12,0.0774908,21,0,0,1,1,0,250,298,11,5,11,5,25,0,11,1,25,146,0,11,1,250,298,11,5,11,5,25,0,11,1,25,146,0,11,1,true
    0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,3,0,0,0,0,0,3,0,0,1,1,0,0,1,10,12,6,5,1,1,2,0,2,0,13,3,0,12,1,10,12,6,5,1,1,2,0,2,0,13,3,0,12,1,false
    0,0,0,0,0,0,0,0,0,0,0,9,2,5,5,0,6,0,0,0,0,0,7,0,0,1,1,0,0,1,29,35,9,5,5,5,6,0,6,0,6,10,4,6,0,29,35,9,5,5,5,6,0,6,0,6,10,4,6,0,false
    0,0,0,0,0,0,0,0,1,2,2,19,0,19,17,0,5,0,0.146667,11,0,0,5,0.146667,11,0,0,0,0,0,64,79,3,2,3,2,5,2,4,0,5,43,2,4,0,64,79,3,2,3,2,5,2,4,0,5,43,2,4,0,true
    0.165649,3,16,4,0.133333,0.181818,46,46,1,9,5,65,7,6,3,9,14,1,0.309973,115,64,5,0,0.309973,115,0,0,0,0,0,256,345,5,1,5,1,5,1,4,0,5,185,1,4,0,256,345,5,1,5,1,5,1,4,0,5,185,1,4,0,true
    0,0,0,0,0,0,0,0,1,5,5,80,14,1,18,16,35,0.166667,0.23053,74,47,2,10,0.229167,77,0,0,0,0,0,247,322,16,8,16,8,19,0,11,0,19,175,0,11,0,259,334,26,8,26,8,19,0,11,0,19,175,0,11,0,false
    0,0,0,0,0,0,0,0,1,4,4,32,10,2,2,17,26,0,0.0192308,2,0,0,2,0.025641,3,0,0,1,1,0,102,115,3,5,3,5,9,0,1,0,9,70,0,1,0,114,129,5,5,5,5,11,0,3,0,11,74,0,3,0,false
    0,0,0,0,0,0,0,0,2,2,2,54,15,214,352,22,46,0,0.0666667,14,3,0,25,0.0666667,14,0,0,0,0,0,196,241,24,14,24,14,24,9,24,0,24,105,9,24,0,196,241,24,14,24,14,24,9,24,0,24,105,9,24,0,true
    0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0.015625,3,2,0,1,0.015625,3,0,0,0,0,0,189,270,184,0,184,0,0,183,0,0,0,0,183,0,0,189,270,184,0,184,0,0,183,0,0,0,0,183,0,0,true
    0.177191,1,6,2,0.114286,0.145078,28,28,1,4,4,63,18,29,36,28,48,0.4,0.118721,26,14,6,9,0.118721,26,0,0,0,0,0,193,245,7,5,7,5,20,0,14,0,20,141,0,14,0,193,245,7,5,7,5,20,0,14,0,20,141,0,14,0,false
    0,0,0,0,0,0,0,0,1,3,3,23,7,12,13,6,12,0,0.057971,4,0,0,5,0.057971,4,0,0,0,0,0,65,78,0,3,0,3,6,0,4,0,6,47,0,4,0,65,78,0,3,0,3,6,0,4,0,6,47,0,4,0,false
    0.0866845,1,6,1,0.056338,0.0717489,16,16,1,4,4,53,9,5,9,13,30,0.25,0.127778,23,19,2,6,0.115079,29,0,0,1,1,0,157,206,5,4,5,4,17,0,7,1,17,106,0,7,1,223,284,6,4,6,4,21,0,10,2,25,159,0,12,4,true
    0.0498715,1,6,1,0.0373832,0.0451977,16,16,1,4,4,108,23,18,21,54,88,0.047619,0.0939086,37,4,1,20,0.0939086,37,1,1,0,0,1,357,428,17,15,6,10,34,0,20,0,59,253,0,31,1,357,428,17,15,6,10,34,0,20,0,59,253,0,31,1,true
    0,0,0,0,0,0,0,0,0,2,2,5,0,2,2,0,1,0.5,0.4,8,8,1,1,0.4,8,0,0,0,0,0,12,22,0,1,0,1,1,0,1,0,1,10,0,1,0,12,22,0,1,0,1,1,0,1,0,1,10,0,1,0,false
    0.289855,1,5,1,0.241379,0.291667,14,14,1,1,1,13,1,17,14,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,48,58,7,5,7,5,8,3,5,0,8,19,3,5,0,48,58,7,5,7,5,8,3,5,0,8,19,3,5,0,false
    0,0,0,0,0,0,0,0,1,6,6,151,25,30,62,57,95,0.884615,0.446215,336,246,23,3,0.456821,365,1,1,0,0,1,417,823,6,10,6,10,38,0,25,0,38,302,0,25,0,434,864,9,17,6,10,41,0,28,0,51,309,0,37,0,true
    0.153374,1,8,2,0.135021,0.174863,32,32,1,4,4,56,4,7,7,4,13,0.2,0.201717,47,27,1,4,0.201717,47,0,0,0,0,0,186,237,2,7,2,7,9,0,4,0,9,132,0,4,0,186,237,2,7,2,7,9,0,4,0,9,132,0,4,0,true
    0,0,0,0,0,0,0,0,1,1,1,3,5,0,0,3,4,0.5,0.163265,8,5,1,1,0.163265,8,0,0,0,0,0,41,54,0,0,0,0,1,0,1,0,1,34,0,1,0,41,54,0,0,0,0,1,0,1,0,1,34,0,1,0,true
    0,0,0,0,0,0,0,0,1,6,6,124,15,3,3,21,45,0.714286,0.0989583,38,19,5,2,0.0989583,38,1,1,0,0,1,346,429,7,12,4,7,24,0,6,0,33,260,0,7,0,346,429,7,12,4,7,24,0,6,0,33,260,0,7,0,false
    0,0,0,0,0,0,0,0,1,1,1,5,5,0,0,2,5,0.75,0.464286,13,12,3,1,0.464286,13,0,0,0,0,0,15,31,0,2,0,2,3,0,3,0,3,7,0,3,0,15,31,0,2,0,2,3,0,3,0,3,7,0,3,0,false
    0.0576802,1,8,2,0.0586592,0.0634921,21,20,4,5,5,86,16,11,13,22,44,0.0588235,0.0684039,21,7,1,16,0.0623145,21,1,2,0,0,2,286,327,6,1,6,1,22,1,16,0,22,203,1,16,0,316,358,6,1,6,1,24,1,17,0,24,223,1,17,0,false
    0,0,0,0,0,0,0,0,2,1,1,9,0,6,14,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,32,41,2,1,2,1,8,0,8,2,8,11,0,8,2,32,41,2,1,2,1,8,0,8,2,8,11,0,8,2,false
    0.102564,1,6,2,0.0659341,0.113208,24,24,1,5,5,68,13,6,8,24,44,1,0.394286,138,131,11,0,0.394286,138,1,1,0,0,1,212,364,87,6,2,6,20,0,10,0,20,140,85,10,0,212,364,87,6,2,6,20,0,10,0,20,140,85,10,0,true
    0,0,0,0,0,0,0,0,2,3,3,29,0,4,6,0,10,0,0.07,7,0,0,7,0.0877193,10,0,0,0,0,0,93,106,2,4,2,4,10,0,6,0,10,61,0,6,0,104,120,2,5,2,5,12,0,7,0,12,68,0,7,0,false
    0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,1,3,0,0.125,1,0,0,2,0.125,1,1,1,0,0,1,7,11,5,4,0,0,2,0,1,0,19,1,0,8,1,7,11,5,4,0,0,2,0,1,0,19,1,0,8,1,false
    0.0809399,1,12,1,0.110048,0.113314,46,40,4,4,4,119,20,57,95,32,58,0.130435,0.147343,61,19,3,20,0.147343,61,0,0,0,0,0,353,418,5,21,5,21,26,4,22,0,26,258,4,22,0,353,418,5,21,5,21,26,4,22,0,26,258,4,22,0,true
    0,0,0,0,0,0,0,0,1,2,2,6,12,2,2,19,22,0,0.0294118,1,0,0,2,0.0294118,1,0,0,0,0,0,33,39,1,0,1,0,3,0,1,0,3,24,0,1,0,33,39,1,0,1,0,3,0,1,0,3,24,0,1,0,false
    0,0,0,0,0,0,0,0,1,7,7,26,2,3,4,2,6,1,0.341085,44,41,4,0,0.341085,44,0,0,0,0,0,85,133,3,2,3,2,4,0,3,0,4,45,0,3,0,85,133,3,2,3,2,4,0,3,0,4,45,0,3,0,false
    0.169841,3,24,5,0.188235,0.211921,32,32,2,3,3,47,4,4,8,3,16,0,0.0443038,7,0,0,9,0.0443038,7,0,0,0,0,0,151,170,1,4,1,4,13,0,8,0,13,99,0,8,0,151,170,1,4,1,4,13,0,8,0,13,99,0,8,0,true
    0,0,0,0,0,0,0,0,1,2,2,14,11,1,1,14,18,0,0.0819672,5,0,0,2,0.0842105,8,0,0,0,0,0,56,71,0,0,0,0,4,0,1,0,4,45,0,1,0,87,109,2,3,2,3,9,0,6,0,9,62,0,6,0,false
    0,0,0,0,0,0,0,0,4,4,2,17,7,1,3,9,16,0,0,0,0,0,1,0,0,2,2,0,0,1,47,55,3,4,0,2,7,0,0,0,30,28,0,10,0,47,55,3,4,0,2,7,0,0,0,30,28,0,10,0,false
    0,0,0,0,0,0,0,0,5,5,4,70,8,27,46,9,31,0.285714,0.0609137,12,9,2,5,0.0560748,12,1,1,2,2,1,185,226,3,2,2,2,22,0,6,0,27,109,0,10,0,202,245,5,2,4,2,24,0,8,0,29,117,0,12,0,false
    0,0,0,0,0,0,0,0,3,6,4,96,27,1,6,37,58,0,0.347319,149,108,0,2,0.347319,149,2,2,0,0,1,280,448,5,5,2,3,21,0,1,0,44,200,0,11,0,280,448,5,5,2,3,21,0,1,0,44,200,0,11,0,true
    0,0,0,0,0,0,0,0,7,1,1,12,1,1,1,0,9,0,0.0357143,1,0,0,10,0.0357143,1,0,0,0,0,0,27,39,2,1,2,1,9,0,9,0,9,4,0,9,0,27,39,2,1,2,1,9,0,9,0,9,4,0,9,0,false
    0.193846,1,3,1,0.0862069,0.102564,10,8,2,1,1,29,0,10,9,0,14,0.357143,0.191919,19,15,5,9,0.191919,19,0,0,0,0,0,80,116,4,2,4,2,14,0,13,1,14,44,0,13,1,80,116,4,2,4,2,14,0,13,1,14,44,0,13,1,false
    0.11522,5,31,5,0.134078,0.157895,24,24,2,3,3,31,0,13,13,0,11,0.0833333,0.178378,33,5,1,11,0.178378,33,0,0,0,0,0,152,179,11,0,11,0,11,11,11,0,11,98,11,11,0,152,179,11,0,11,0,11,11,11,0,11,98,11,11,0,false
    0,0,0,0,0,0,0,0,1,2,2,17,2,3,1,0,10,0.1,0.184615,12,3,1,9,0.164384,12,0,0,2,2,0,53,72,6,1,6,1,10,0,9,6,10,23,0,9,6,61,80,6,1,6,1,11,0,9,6,11,27,0,9,6,false
    0,0,0,0,0,0,0,0,1,4,4,40,18,0,0,17,26,0,0.0616438,9,0,0,7,0.0616438,9,0,0,0,0,0,137,160,4,2,4,2,9,0,6,4,9,96,0,6,4,137,160,4,2,4,2,9,0,6,4,9,96,0,6,4,false
    0,0,0,0,0,0,0,0,7,1,1,8,1,0,0,1,8,0.875,0.525,21,21,7,1,0.525,21,0,0,0,0,0,19,48,0,0,0,0,7,0,7,0,7,2,0,7,0,19,48,0,0,0,0,7,0,7,0,7,2,0,7,0,false
    0.520958,1,2,1,0.470588,0.5,16,15,0,2,2,5,6,0,0,4,6,0,0.0625,2,0,0,2,0.0625,2,1,1,0,0,1,30,34,7,1,1,1,2,0,1,1,11,21,0,10,7,30,34,7,1,1,1,2,0,1,1,11,21,0,10,7,false
    0.550633,1,2,1,0.484848,0.517241,16,15,0,2,2,5,6,0,0,2,4,0,0.0645161,2,0,0,2,0.0645161,2,1,1,0,0,1,29,33,7,1,1,1,2,0,1,1,11,20,0,10,7,29,33,7,1,1,1,2,0,1,1,11,20,0,10,7,false
    0,0,0,0,0,0,0,0,1,2,2,10,10,4,2,10,17,0,0.025,1,0,0,8,0.025,1,2,4,0,0,2,39,46,3,3,1,2,7,0,7,0,14,24,0,11,2,39,46,3,3,1,2,7,0,7,0,14,24,0,11,2,false
    0,0,0,0,0,0,0,0,1,2,2,17,6,2,2,6,18,0,0.015625,1,0,0,12,0.015625,1,2,4,0,0,2,63,75,11,4,2,2,12,0,11,1,20,33,7,16,3,63,75,11,4,2,2,12,0,11,1,20,33,7,16,3,false
    0,0,0,0,0,0,0,0,1,2,2,14,10,13,18,10,16,0,0,0,0,0,7,0,0,3,6,2,2,2,52,61,9,9,3,3,6,0,6,0,31,31,0,27,2,52,61,9,9,3,3,6,0,6,0,31,31,0,27,2,false
    0,0,0,0,0,0,0,0,1,0,0,2,5,1,1,2,4,0,0,0,0,0,3,0,0,1,1,0,0,1,11,13,1,0,1,0,2,0,2,0,2,4,0,2,0,11,13,1,0,1,0,2,0,2,0,2,4,0,2,0,false
    0,0,0,0,0,0,0,0,3,1,1,8,5,11,18,1,8,0,0,0,0,0,5,0,0,1,1,2,2,1,27,35,2,1,2,1,7,0,4,2,7,8,0,4,2,27,35,2,1,2,1,7,0,4,2,7,8,0,4,2,false
    0,0,0,0,0,0,0,0,3,2,2,11,4,0,0,4,11,0,0.0888889,4,0,0,6,0.0888889,4,4,7,0,0,1,41,49,11,10,2,2,7,0,5,0,33,19,0,28,2,41,49,11,10,2,2,7,0,5,0,33,19,0,28,2,true
    0.245487,2,9,2,0.166667,0.2,17,17,3,2,2,21,8,21,21,9,23,0.0714286,0.0555556,5,3,1,13,0.0555556,5,4,9,0,0,2,85,102,13,10,4,3,14,0,13,2,39,40,0,35,4,85,102,13,10,4,3,14,0,13,2,39,40,0,35,4,true
    0,0,0,0,0,0,0,0,1,11,6,161,32,1,1,40,60,0,0.100394,51,0,0,3,0.0934066,51,1,1,0,0,1,457,545,9,3,4,1,20,0,2,0,31,375,0,6,0,495,589,16,3,11,1,24,0,5,0,35,394,0,9,0,false
    0.0343554,1,6,2,0.0275142,0.0307018,29,28,1,9,9,313,25,1,2,42,94,0,0.0597322,58,4,0,4,0.0597322,58,2,2,0,0,1,913,1054,11,10,3,4,52,0,3,0,81,685,0,9,0,913,1054,11,10,3,4,52,0,3,0,81,685,0,9,0,false
    0,0,0,0,0,0,0,0,1,1,1,8,1,20,48,0,4,1,0.553571,62,41,5,0,0.553571,62,0,0,0,0,0,50,95,27,3,27,3,4,27,4,0,4,9,27,4,0,50,95,27,3,27,3,4,27,4,0,4,9,27,4,0,false
    0.5,1,7,1,0.478261,0.52381,11,11,1,3,3,7,2,4,4,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,21,23,0,0,0,0,1,0,1,0,1,9,0,1,0,21,23,0,0,0,0,1,0,1,0,1,9,0,1,0,false
    0,0,0,0,0,0,0,0,1,0,0,5,1,7,2,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,19,24,2,2,2,2,5,0,4,2,5,5,0,4,2,19,24,2,2,2,2,5,0,4,2,5,5,0,4,2,false
    0,0,0,0,0,0,0,0,1,5,5,22,9,2,2,6,12,0,0.226804,22,0,0,4,0.226804,22,0,0,0,0,0,75,113,0,0,0,0,6,0,3,0,6,55,0,3,0,75,113,0,0,0,0,6,0,3,0,6,55,0,3,0,false
    0.301251,5,20,7,0.227171,0.28436,102,60,1,4,4,63,6,1,2,9,30,1,0.494005,206,122,3,0,0.494005,206,0,0,0,0,0,211,449,0,0,0,0,21,0,2,0,21,147,0,2,0,211,449,0,0,0,0,21,0,2,0,21,147,0,2,0,false
    0,0,0,0,0,0,0,0,0,0,0,5,1,2,4,0,5,1,0.44186,19,19,6,0,0.44186,19,0,0,0,0,0,24,49,4,4,4,4,5,0,5,0,5,8,0,5,0,24,49,4,4,4,4,5,0,5,0,5,8,0,5,0,false
    0,0,0,0,0,0,0,0,2,2,2,24,3,5,43,4,16,0,0.0108696,1,0,0,6,0.0108696,1,0,0,2,3,0,91,105,5,2,5,2,12,0,5,0,12,50,0,5,0,91,105,5,2,5,2,12,0,5,0,12,50,0,5,0,false
