    @RELATION lucene-2.4-OSA.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,3,3,8,2,1,2,6,10,0.2,0.0810811,3,3,1,4,0.0810811,3,2,2,0,0,1,34,40,3,0,2,0,4,0,4,0,12,21,0,10,0,34,40,3,0,2,0,4,0,4,0,12,21,0,10,0,false
    0,0,0,0,0,0,0,0,1,2,2,5,3,1,1,3,5,1,0.421053,16,13,3,0,0.421053,16,2,2,0,0,1,22,35,3,0,2,0,2,0,2,0,9,11,0,8,0,22,35,3,0,2,0,2,0,2,0,9,11,0,8,0,false
    0,0,0,0,0,0,0,0,1,0,0,2,1,2,2,1,3,1,0.529412,9,9,2,0,0.529412,9,3,3,1,1,1,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,false
    0,0,0,0,0,0,0,0,1,2,2,4,3,11,12,4,6,0.333333,0.227273,5,5,1,2,0.227273,5,2,2,0,0,1,17,20,1,0,0,0,2,0,2,0,9,12,0,8,0,17,20,1,0,0,0,2,0,2,0,9,12,0,8,0,false
    0,0,0,0,0,0,0,0,1,0,0,2,1,9,11,1,3,1,0.619048,13,13,2,0,0.619048,13,4,4,0,0,1,8,12,7,0,0,0,2,0,1,0,16,2,0,11,0,8,12,7,0,0,0,2,0,1,0,16,2,0,11,0,false
    0,0,0,0,0,0,0,0,1,1,1,9,2,2,2,3,9,0.571429,0.507692,33,33,4,3,0.507692,33,1,1,0,0,1,32,54,3,3,2,1,6,0,6,0,10,15,0,8,1,32,54,3,3,2,1,6,0,6,0,10,15,0,8,1,false
    0,0,0,0,0,0,0,0,1,1,1,4,4,1,1,9,11,0.333333,0.529412,18,18,1,2,0.529412,18,2,2,0,0,1,16,19,2,0,1,0,2,0,2,0,9,9,0,8,0,16,19,2,0,1,0,2,0,2,0,9,9,0,8,0,false
    0.0533333,1,20,2,0.0492813,0.0720721,24,24,1,7,5,176,0,1,2,0,27,0.857143,0.258278,117,108,12,2,0.258278,117,0,0,0,0,0,336,487,8,2,8,2,27,0,13,0,27,326,0,13,0,336,487,8,2,8,2,27,0,13,0,27,326,0,13,0,false
    0,0,0,0,0,0,0,0,2,1,1,3,4,45,0,4,6,0.333333,0.0666667,1,1,1,2,0.0666667,1,1,1,0,0,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,false
    0,0,0,0,0,0,0,0,1,1,1,12,2,13,22,2,10,0.555556,0.531646,42,33,5,4,0.531646,42,2,2,7,7,1,37,76,3,1,2,1,8,0,8,0,16,19,0,14,0,37,76,3,1,2,1,8,0,8,0,16,19,0,14,0,false
    0,0,0,0,0,0,0,0,1,1,1,8,7,10,10,8,15,0.875,0.259259,14,14,7,1,0.258621,15,1,1,0,0,1,40,62,3,2,2,0,7,1,7,0,11,14,1,9,1,43,65,5,2,4,0,7,1,7,0,11,14,1,9,1,false
    0,0,0,0,0,0,0,0,1,3,3,15,4,22,55,8,19,1,0.555556,75,73,12,0,0.555556,75,2,2,0,0,1,60,146,4,2,3,2,11,0,11,2,18,28,0,17,2,60,146,4,2,3,2,11,0,11,2,18,28,0,17,2,false
    0,0,0,0,0,0,0,0,1,0,0,2,4,4,6,3,5,0.333333,0.723404,34,34,1,2,0.723404,34,2,2,0,0,1,13,16,2,0,1,0,2,0,2,0,9,6,0,8,0,13,16,2,0,1,0,2,0,2,0,9,6,0,8,0,false
    0,0,0,0,0,0,0,0,1,4,4,89,2,180,234,4,53,0.913043,0.521401,402,387,42,4,0.521401,402,0,0,0,0,0,369,742,11,3,11,3,49,1,45,11,49,233,1,45,11,369,742,11,3,11,3,49,1,45,11,49,233,1,45,11,false
    0,0,0,0,0,0,0,0,1,0,0,3,1,56,50,2,5,1,0.458333,11,11,3,0,0.458333,11,1,1,48,50,1,13,20,1,0,1,0,3,0,2,0,7,4,0,6,0,13,20,1,0,1,0,3,0,2,0,7,4,0,6,0,true
    0,0,0,0,0,0,0,0,3,2,2,6,2,197,123,4,8,1,0.7625,61,60,5,0,0.7625,61,0,0,26,98,0,19,72,0,0,0,0,4,0,4,0,4,9,0,4,0,19,72,0,0,0,0,4,0,4,0,4,9,0,4,0,true
    0,0,0,0,0,0,0,0,1,0,0,4,1,15,18,0,4,1,0.580645,18,18,3,0,0.580645,18,1,1,9,20,1,13,24,1,0,1,0,4,0,2,0,8,3,0,6,0,13,24,1,0,1,0,4,0,2,0,8,3,0,6,0,false
    0,0,0,0,0,0,0,0,2,1,1,3,4,75,1,4,6,0.333333,0.0666667,1,1,1,2,0.0666667,1,1,1,0,0,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,14,15,1,2,0,0,2,0,2,0,6,7,0,4,1,false
    0,0,0,0,0,0,0,0,1,0,0,2,1,25,33,1,3,1,0.384615,5,5,2,0,0.384615,5,3,3,0,0,1,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,8,12,7,0,0,0,2,0,1,0,14,2,0,10,0,false
    0,0,0,0,0,0,0,0,0,2,2,11,0,8,15,0,3,1,0.359551,32,32,4,0,0.359551,32,0,0,0,0,0,57,87,0,3,0,3,3,0,3,0,3,37,0,3,0,57,87,0,3,0,3,3,0,3,0,3,37,0,3,0,false
    0,0,0,0,0,0,0,0,1,0,0,8,8,0,0,7,15,1,0.447917,43,42,9,0,0.447917,43,1,1,0,0,1,53,100,4,2,3,0,8,1,8,3,12,13,1,10,4,53,100,4,2,3,0,8,1,8,3,12,13,1,10,4,false
    0.69,1,4,1,0.45,0.538462,18,14,1,2,2,8,4,1,1,6,9,0.5,0.315789,12,10,2,2,0.315789,12,2,2,0,0,1,26,40,3,0,2,0,3,0,3,0,10,14,0,9,0,26,40,3,0,2,0,3,0,3,0,10,14,0,9,0,false
    0.651866,31,1972,187,0.467936,0.613666,467,467,1,3,3,321,0,1,2,0,19,0.666667,0.186096,174,139,2,1,0.186096,174,0,0,0,0,0,761,998,5,2,5,2,19,0,2,0,19,643,0,2,0,761,998,5,2,5,2,19,0,2,0,19,643,0,2,0,false
    0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,3,6,1,0.576923,30,30,4,0,0.576923,30,1,1,0,0,1,22,56,3,2,2,0,3,1,3,0,7,3,1,5,1,22,56,3,2,2,0,3,1,3,0,7,3,1,5,1,false
    0,0,0,0,0,0,0,0,1,6,6,26,2,1,1,2,4,1,0.394595,73,52,3,0,0.394595,73,2,2,0,0,1,112,205,10,0,9,0,2,0,2,0,10,68,0,8,0,112,205,10,0,9,0,2,0,2,0,10,68,0,8,0,false
    0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,2,4,0.666667,0.625,15,15,2,1,0.625,15,1,1,0,0,1,9,16,1,2,0,0,2,0,2,0,6,3,0,4,1,9,16,1,2,0,0,2,0,2,0,6,3,0,4,1,false
    0,0,0,0,0,0,0,0,1,4,4,9,3,1,1,3,5,0.333333,0.375,21,17,1,2,0.375,21,2,2,0,0,1,35,56,3,0,2,0,2,1,2,0,9,18,1,8,0,35,56,3,0,2,0,2,1,2,0,9,18,1,8,0,false
    0,0,0,0,0,0,0,0,1,3,3,16,2,2,2,2,6,0.333333,0.340909,30,26,1,2,0.340909,30,2,2,0,0,1,58,84,10,0,9,0,4,0,2,0,12,33,0,8,0,58,84,10,0,9,0,4,0,2,0,12,33,0,8,0,false
    0,0,0,0,0,0,0,0,3,1,1,20,4,3,9,9,22,0.666667,0.189189,21,19,2,1,0.189189,21,2,2,2,2,1,90,134,10,0,9,0,13,3,2,0,20,46,3,8,0,90,134,10,0,9,0,13,3,2,0,20,46,3,8,0,false
    0.31016,1,4,1,0.156627,0.282609,13,13,1,6,6,15,4,1,2,9,14,1,0.445783,37,36,5,0,0.445783,37,3,3,0,0,1,46,83,10,0,0,0,5,0,4,0,24,25,3,12,0,46,83,10,0,0,0,5,0,4,0,24,25,3,12,0,false
    0.16338,1,4,1,0.0722222,0.138298,13,13,1,7,6,23,6,1,2,11,19,1,0.447059,76,65,8,0,0.447059,76,3,3,0,0,1,94,180,11,3,1,3,8,0,7,0,27,45,3,15,0,94,180,11,3,1,3,8,0,7,0,27,45,3,15,0,false
    0.239796,1,2,1,0.111111,0.169231,11,11,1,1,1,15,0,1,6,0,11,0.333333,0.261364,23,23,4,8,0.261364,23,0,0,0,0,0,65,99,4,1,4,1,11,0,11,0,11,31,0,11,0,65,99,4,1,4,1,11,0,11,0,11,31,0,11,0,false
    0.201717,1,2,1,0.100917,0.150685,11,11,1,1,1,17,0,3,9,0,13,0.285714,0.247423,24,24,4,10,0.247423,24,0,0,0,0,0,73,109,4,1,4,1,13,0,13,0,13,35,0,13,0,73,109,4,1,4,1,13,0,13,0,13,35,0,13,0,false
    0,0,0,0,0,0,0,0,1,1,1,7,0,1,2,0,3,0.5,0.292683,12,12,1,1,0.292683,12,0,0,0,0,0,29,35,3,0,3,0,3,3,1,0,3,16,3,1,0,29,35,3,0,3,0,3,3,1,0,3,16,3,1,0,false
    0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,3,1,0.566667,17,17,3,0,0.566667,17,0,0,0,0,0,13,30,2,1,2,1,3,0,2,0,3,3,0,2,0,13,30,2,1,2,1,3,0,2,0,3,3,0,2,0,false
    0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,1,0.545455,6,6,2,0,0.545455,6,0,0,0,0,0,5,10,0,0,0,0,1,0,1,0,1,1,0,1,0,5,10,0,0,0,0,1,0,1,0,1,1,0,1,0,false
    0,0,0,0,0,0,0,0,1,6,6,64,7,2,2,18,33,0.727273,0.400468,171,134,8,3,0.400468,171,1,2,0,0,2,256,442,14,1,5,1,15,0,10,0,38,186,0,27,0,256,442,14,1,5,1,15,0,10,0,38,186,0,27,0,false
    0,0,0,0,0,0,0,0,5,6,4,72,4,1,1,6,30,0.666667,0.196676,71,63,12,6,0.196676,71,1,1,0,0,1,290,396,11,4,11,4,24,0,17,1,24,188,0,17,1,290,396,11,4,11,4,24,0,17,1,24,188,0,17,1,false
    0,0,0,0,0,0,0,0,3,3,3,55,2,2,7,11,34,0.333333,0.341981,145,110,6,12,0.292174,168,0,0,1,1,0,279,423,9,0,9,0,23,0,17,0,23,195,0,17,0,407,598,15,1,15,1,33,0,25,0,33,272,0,25,0,false
    0,0,0,0,0,0,0,0,1,2,2,10,7,0,0,6,12,0.857143,0.350515,34,33,6,1,0.350515,34,1,1,0,0,1,63,101,3,2,2,0,6,1,6,0,10,23,1,8,1,63,101,3,2,2,0,6,1,6,0,10,23,1,8,1,false
    0,0,0,0,0,0,0,0,1,0,0,8,8,0,0,7,15,1,0.5,47,47,9,0,0.5,47,1,1,0,0,1,47,95,4,2,3,0,8,1,8,3,12,13,1,10,4,47,95,4,2,3,0,8,1,8,3,12,13,1,10,4,false
    0.556452,1,4,1,0.292308,0.384615,19,15,1,2,2,11,4,2,2,5,10,0.833333,0.384615,25,23,5,1,0.384615,25,2,2,0,0,1,40,65,3,0,2,0,5,0,5,2,12,17,0,11,2,40,65,3,0,2,0,5,0,5,2,12,17,0,11,2,false
    0,0,0,0,0,0,0,0,1,8,3,58,0,1,1,0,7,1,0.32549,83,72,1,0,0.32549,83,0,0,0,0,0,172,239,2,0,2,0,7,0,0,0,7,111,0,0,0,172,239,2,0,2,0,7,0,0,0,7,111,0,0,0,false
    0.112745,1,3,1,0.0855615,0.102041,16,15,1,2,2,8,6,1,1,4,10,0.833333,0.2,37,35,5,1,0.2,37,1,1,0,0,1,148,187,28,2,27,0,6,0,5,0,10,24,0,7,1,148,187,28,2,27,0,6,0,5,0,10,24,0,7,1,false
    0.527958,3,60,8,0.372247,0.331593,169,127,1,5,3,79,0,2,1,0,1,0.5,0.188161,89,26,1,1,0.188161,89,0,0,0,0,0,384,454,3,0,3,0,1,3,1,0,1,106,3,1,0,384,454,3,0,3,0,1,3,1,0,1,106,3,1,0,false
    0.792683,1,3,1,0.592593,0.636364,16,14,1,1,1,4,4,1,1,5,7,0.333333,0.148148,4,4,1,2,0.148148,4,2,2,0,0,1,23,27,2,0,1,0,2,0,2,0,9,13,0,8,0,23,27,2,0,1,0,2,0,2,0,9,13,0,8,0,false
    0,0,0,0,0,0,0,0,1,3,3,12,3,1,1,5,10,0.8,0.318841,22,20,4,1,0.318841,22,2,2,0,0,1,47,72,3,0,2,0,5,0,4,1,12,30,0,10,1,47,72,3,0,2,0,5,0,4,1,12,30,0,10,1,false
    0,0,0,0,0,0,0,0,1,1,1,9,8,1,1,7,14,1,0.45098,46,45,8,0,0.45098,46,1,1,0,0,1,56,103,4,2,3,0,7,1,7,3,11,16,1,9,4,56,103,4,2,3,0,7,1,7,3,11,16,1,9,4,false
    0.552,1,4,1,0.327273,0.411765,18,14,1,2,2,11,4,1,1,5,10,0.666667,0.37037,20,18,4,2,0.37037,20,2,2,0,0,1,34,55,3,0,2,0,5,0,5,2,12,17,0,11,2,34,55,3,0,2,0,5,0,5,2,12,17,0,11,2,false
    0,0,0,0,0,0,0,0,1,6,5,145,0,1,1,0,20,1,0.299845,194,180,1,0,0.299845,194,0,0,0,0,0,453,681,8,0,8,0,20,0,0,1,20,273,0,0,1,453,681,8,0,8,0,20,0,0,1,20,273,0,0,1,false
    0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,1,0.5,0.333333,3,3,1,1,0.333333,3,1,1,0,0,1,6,7,0,0,0,0,1,0,1,0,5,2,0,5,0,6,7,0,0,0,0,1,0,1,0,5,2,0,5,0,false
    0,0,0,0,0,0,0,0,3,0,0,6,3,4,4,7,13,0.142857,0.09375,3,3,1,6,0.0789474,3,1,1,0,0,1,29,39,1,0,1,0,6,0,6,0,10,12,0,10,0,35,45,5,4,1,0,8,0,8,0,38,14,0,38,4,false
    0,0,0,0,0,0,0,0,1,3,3,15,3,4,4,11,20,0.2,0.181818,14,13,2,8,0.181818,14,1,1,2,2,1,63,88,4,2,4,2,9,0,9,2,13,32,0,13,2,63,88,4,2,4,2,9,0,9,2,13,32,0,13,2,false
    0,0,0,0,0,0,0,0,1,1,1,6,2,4,4,1,6,0.166667,0.137931,4,4,1,5,0.137931,4,1,1,0,0,1,25,35,2,1,2,1,5,0,5,1,9,10,0,9,1,25,35,2,1,2,1,5,0,5,1,9,10,0,9,1,false
    0.350158,2,8,2,0.255814,0.317073,33,26,1,2,2,15,4,1,8,9,14,1,0.27957,26,23,4,0,0.278261,32,2,2,0,0,1,67,104,8,0,7,0,5,3,3,0,12,40,3,9,0,83,129,11,2,10,2,8,5,5,0,15,47,5,11,0,true
    0.200772,1,4,1,0.147826,0.185714,17,13,1,1,1,10,3,1,8,5,8,1,0.349398,29,24,4,0,0.333333,35,2,2,0,0,1,54,89,11,0,10,0,3,3,3,0,11,30,3,9,0,70,115,14,2,13,2,6,5,5,0,14,37,5,11,0,false
    0.320652,1,4,1,0.242424,0.276596,16,13,1,2,2,11,3,1,6,5,9,1,0.261538,17,14,4,0,0.261538,17,2,2,0,0,1,48,66,6,0,5,0,4,2,3,0,11,28,2,9,0,48,66,6,0,5,0,4,2,3,0,11,28,2,9,0,true
    0,0,0,0,0,0,0,0,1,2,2,9,2,1,6,2,5,1,0.292308,19,14,4,0,0.292308,19,2,2,0,0,1,46,62,10,0,9,0,3,2,3,0,11,26,2,9,0,46,62,10,0,9,0,3,2,3,0,11,26,2,9,0,false
    0,0,0,0,0,0,0,0,1,1,1,12,7,0,0,7,16,1,0.5,65,60,10,0,0.5,65,1,1,0,0,1,65,133,5,2,4,0,9,1,9,4,13,23,1,11,5,65,133,5,2,4,0,9,1,9,4,13,23,1,11,5,false
    0.469388,1,4,1,0.22973,0.317073,17,13,1,2,2,14,4,1,1,6,13,0.875,0.422535,30,28,7,1,0.422535,30,2,2,0,0,1,41,74,3,0,2,0,7,0,7,3,14,21,0,13,3,41,74,3,0,2,0,7,0,7,3,14,21,0,13,3,false
    0.0380395,1,10,2,0.0636605,0.0839161,24,24,1,3,3,114,0,1,3,0,18,1,0.189266,67,62,2,0,0.189266,67,0,0,0,0,0,287,377,5,1,5,1,18,0,1,1,18,166,0,1,1,287,377,5,1,5,1,18,0,1,1,18,166,0,1,1,false
    0,0,0,0,0,0,0,0,1,3,3,16,0,0,0,0,5,1,0.36,36,35,5,0,0.36,36,0,0,0,0,0,64,96,0,4,0,4,5,0,4,0,5,41,0,4,0,64,96,0,4,0,4,5,0,4,0,5,41,0,4,0,false
    0,0,0,0,0,0,0,0,1,1,1,4,5,1,1,6,8,0.333333,0.227273,5,4,1,2,0.227273,5,2,2,0,0,1,17,21,3,0,2,0,2,0,2,0,9,8,0,8,0,17,21,3,0,2,0,2,0,2,0,9,8,0,8,0,false
    0,0,0,0,0,0,0,0,2,0,0,6,0,6,8,0,6,0.428571,0.583333,35,35,3,4,0.583333,35,0,0,0,0,0,25,47,0,0,0,0,6,0,6,0,6,10,0,6,0,25,47,0,0,0,0,6,0,6,0,6,10,0,6,0,false
    0,0,0,0,0,0,0,0,1,1,1,3,5,1,1,7,9,0.333333,0.26087,6,6,1,2,0.26087,6,2,2,0,0,1,17,20,1,0,0,0,2,0,2,0,9,10,0,8,0,17,20,1,0,0,0,2,0,2,0,9,10,0,8,0,false
    0,0,0,0,0,0,0,0,1,1,1,5,4,1,1,5,7,0.333333,0.315789,6,6,1,2,0.315789,6,2,2,0,0,1,13,17,1,0,0,0,2,0,2,0,9,6,0,8,0,13,17,1,0,0,0,2,0,2,0,9,6,0,8,0,false
    0,0,0,0,0,0,0,0,1,2,2,19,7,1,6,12,21,0.9,0.50303,83,83,9,1,0.50303,83,1,1,0,0,1,82,161,4,4,3,2,9,1,9,0,13,52,1,11,1,82,161,4,4,3,2,9,1,9,0,13,52,1,11,1,false
    0.102679,1,3,1,0.0714286,0.0837989,16,15,1,2,2,8,7,1,4,5,11,0.833333,0.189189,42,41,5,1,0.189189,42,1,1,0,0,1,180,224,33,2,32,0,6,0,5,0,10,25,0,7,1,180,224,33,2,32,0,6,0,5,0,10,25,0,7,1,false
    0.200573,1,8,2,0.0842105,0.082397,24,22,1,2,2,16,0,4,1,0,1,0.5,0.115512,35,29,1,1,0.115512,35,0,0,0,0,0,268,285,3,0,3,0,1,3,1,0,1,16,3,1,0,268,285,3,0,3,0,1,3,1,0,1,16,3,1,0,false
    0,0,0,0,0,0,0,0,1,2,2,5,1,2,4,1,3,0.5,0.411765,14,14,1,1,0.411765,14,3,3,0,0,1,20,27,8,0,1,0,2,0,1,0,14,10,0,10,0,20,27,8,0,1,0,2,0,1,0,14,10,0,10,0,false
    0.792683,1,3,1,0.592593,0.636364,16,14,1,1,1,4,4,1,1,5,7,0.333333,0.206897,6,6,1,2,0.206897,6,2,2,0,0,1,23,27,2,0,1,0,2,0,2,0,9,13,0,8,0,23,27,2,0,1,0,2,0,2,0,9,13,0,8,0,false
    0,0,0,0,0,0,0,0,1,1,1,7,4,1,1,6,9,0.75,0.377778,17,17,3,1,0.377778,17,2,2,0,0,1,28,41,2,0,1,0,3,0,3,1,10,13,0,9,1,28,41,2,0,1,0,3,0,3,1,10,13,0,9,1,false
    0.0634686,1,4,2,0.0429752,0.056338,26,24,1,3,3,58,0,2,3,0,21,1,0.269814,160,130,6,0,0.269814,160,0,0,0,0,0,433,605,40,0,40,0,21,0,5,1,21,111,0,5,1,433,605,40,0,40,0,21,0,5,1,21,111,0,5,1,false
    0,0,0,0,0,0,0,0,1,0,0,9,4,1,6,5,14,0.5,0.375,24,24,5,5,0.375,24,1,1,0,0,1,40,70,4,3,3,1,9,0,9,2,13,16,0,11,3,40,70,4,3,3,1,9,0,9,2,13,16,0,11,3,false
    0,0,0,0,0,0,0,0,1,3,3,34,3,2,2,14,24,1,0.398305,94,83,8,0,0.398305,94,2,2,0,0,1,142,249,11,1,10,1,10,3,7,3,17,95,3,13,3,142,249,11,1,10,1,10,3,7,3,17,95,3,13,3,false
